tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,672,0,live,BRCA1,"BRCAI, BRCC1, BROVCA1, FANCS, IRIS, PNCA4, PPP1R53, PSCP, RNF53",BRCA1 DNA repair associated,"breast cancer type 1 susceptibility protein|BRCA1/BRCA2-containing complex, subunit 1|Fanconi anemia, complementation group S|RING finger protein 53|breast and ovarian cancer susceptibility protein 1|breast cancer 1, early onset|early onset breast cancer 1|protein phosphatase 1, regulatory subunit 53",17q21.31,17,NC_000017.11,43044295,43125364,minus,24,113705
9606,Homo sapiens,4318,0,live,MMP9,"CLG4B, GELB, MANDP2, MMP-9",matrix metallopeptidase 9,"matrix metalloproteinase-9|macrophage gelatinase|matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|type V collagenase",20q13.12,20,NC_000020.11,46008908,46016561,plus,13,120361
9606,Homo sapiens,9370,0,live,ADIPOQ,"ACDC, ACRP30, ADIPQTL1, ADPN, APM-1, APM1, GBP28","adiponectin, C1Q and collagen domain containing",adiponectin|30 kDa adipocyte complement-related protein|adipocyte complement-related 30 kDa protein|adipose most abundant gene transcript 1 protein|adipose specific collagen-like factor|gelatin-binding protein 28,3q27.3,3,NC_000003.12,186842710,186858463,plus,4,605441
9606,Homo sapiens,5243,0,live,ABCB1,"ABC20, CD243, CLCS, GP170, MDR1, P-GP, PGY1",ATP binding cassette subfamily B member 1,"ATP-dependent translocase ABCB1|ATP-binding cassette, sub-family B (MDR/TAP), member 1|P glycoprotein|P-glycoprotein 1|colchicin sensitivity|doxorubicin resistance|multidrug resistance protein 1|phospholipid transporter ABCB1",7q21.12,7,NC_000007.14,87503017,87713323,minus,32,171050
9606,Homo sapiens,367,0,live,AR,"AIS8, DHTR, HUMARA, HYSP1, KD, NR3C4, SBMA, SMAX1, TFM, AR",androgen receptor,androgen receptor|dihydrotestosterone receptor|nuclear receptor subfamily 3 group C member 4,Xq12,X,NC_000023.11,67544021,67730619,plus,11,313700
9606,Homo sapiens,1401,0,live,CRP,PTX1,C-reactive protein,"C-reactive protein|C-reactive protein, pentraxin-related|pentraxin 1",1q23.2,1,NC_000001.11,159712289,159714589,minus,4,123260
9606,Homo sapiens,207,0,live,AKT1,"AKT, CWS6, PKB, PKB-ALPHA, PRKBA, RAC, RAC-ALPHA",AKT serine/threonine kinase 1,RAC-alpha serine/threonine-protein kinase|AKT1m|PKB alpha|RAC-PK-alpha|protein kinase B alpha|proto-oncogene c-Akt|rac protein kinase alpha|serine-threonine protein kinase|v-akt murine thymoma viral oncogene homolog 1|v-akt murine thymoma viral oncogene-like protein 1,14q32.33,14,NC_000014.9,104769349,104795748,minus,14,164730
9606,Homo sapiens,4790,0,live,NFKB1,"CVID12, EBP-1, KBF1, NF-kB, NF-kB1, NF-kappa-B1, NF-kappaB, NFKB-p105, NFKB-p50, NFkappaB, p105, p50",nuclear factor kappa B subunit 1,nuclear factor NF-kappa-B p105 subunit|DNA-binding factor KBF1|NF-kappabeta|nuclear factor NF-kappa-B p50 subunit|nuclear factor kappa-B DNA binding subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,4q24,4,NC_000004.12,102501266,102617302,plus,27,164011
9606,Homo sapiens,6774,0,live,STAT3,"ADMIO, ADMIO1, APRF, HIES",signal transducer and activator of transcription 3,signal transducer and activator of transcription 3|DNA-binding protein APRF|acute-phase response factor,17q21.2,17,NC_000017.11,42313324,42388502,minus,24,102582
9606,Homo sapiens,673,0,live,BRAF,"B-RAF1, B-raf1, NS7, RAFB1, BRAF","B-Raf proto-oncogene, serine/threonine kinase",serine/threonine-protein kinase B-raf|94 kDa B-raf protein|B-Raf proto-oncogene serine/threonine-protein kinase (p94)|B-Raf serine/threonine-protein|murine sarcoma viral (v-raf) oncogene homolog B1|proto-oncogene B-Raf|v-raf murine sarcoma viral oncogene homolog B|v-raf murine sarcoma viral oncogene homolog B1,7q34,7,NC_000007.14,140719331,140924929,minus,21,164757
9606,Homo sapiens,3845,0,live,KRAS,"'C-K-RAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, K-Ras, K-Ras 2, KI-RAS1, KRAS2, NS, NS3, OES, RALD, RASK2, c-Ki-ras, c-Ki-ras2, KRAS","KRAS proto-oncogene, GTPase",GTPase KRas|K-ras p21 protein|Kirsten rat sarcoma viral oncogene homolog|Kirsten rat sarcoma viral proto-oncogene|PR310 c-K-ras oncogene|c-Kirsten-ras protein|cellular c-Ki-ras2 proto-oncogene|cellular transforming proto-oncogene|oncogene KRAS2|transforming protein p21|v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog,12p12.1,12,NC_000012.12,25205246,25250929,minus,6,190070
9606,Homo sapiens,1029,0,live,CDKN2A,"ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16",cyclin dependent kinase inhibitor 2A,"cyclin-dependent kinase inhibitor 2A|CDK4 inhibitor p16-INK4|alternative reading frame|cell cycle negative regulator beta|cyclin-dependent kinase 4 inhibitor A|cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)|multiple tumor suppressor 1",9p21.3,9,NC_000009.12,21967752,21995324,minus,8,600160
9606,Homo sapiens,5743,0,live,PTGS2,"COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2",prostaglandin-endoperoxide synthase 2,prostaglandin G/H synthase 2|PGH synthase 2|PHS II|cyclooxygenase 2|cyclooxygenase 2b|prostaglandin H2 synthase 2|prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),1q31.1,1,NC_000001.11,186671791,186680423,minus,10,600262
9606,Homo sapiens,7099,0,live,TLR4,"ARMD10, CD284, TLR-4, TOLL",toll like receptor 4,toll-like receptor 4|hToll|homolog of Drosophila toll|toll like receptor 4 protein,9q33.1,9,NC_000009.12,117704403,117724735,plus,4,603030
9606,Homo sapiens,1499,0,live,CTNNB1,"CTNNB, EVR7, MRD19, NEDSDV, armadillo",catenin beta 1,"catenin beta-1|catenin (cadherin-associated protein), beta 1, 88kDa",3p22.1,3,NC_000003.12,41199422,41240445,plus,19,116806
9606,Homo sapiens,5728,0,live,PTEN,"10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC11, PTENbeta, TEP1, PTEN",phosphatase and tensin homolog,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN|MMAC1 phosphatase and tensin homolog deleted on chromosome 10|mitochondrial PTENalpha|mitochondrial phosphatase and tensin protein alpha|mutated in multiple advanced cancers 1|phosphatase and tensin-like protein|phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN|protein tyrosine phosphatase",10q23.31,10,NC_000010.11,87863625,87971930,plus,10,601728
9606,Homo sapiens,1312,0,live,COMT,HEL-S-98n,catechol-O-methyltransferase,catechol O-methyltransferase|catechol-O-methyltransferase isoform|epididymis secretory sperm binding protein Li 98n|testicular tissue protein Li 42,22q11.21,22,NC_000022.11,19941772,19969975,plus,8,116790
9606,Homo sapiens,3576,0,live,CXCL8,"GCP-1, GCP1, IL8, LECT, LUCT, LYNAP, MDNCF, MONAP, NAF, NAP-1, NAP1",C-X-C motif chemokine ligand 8,"interleukin-8|T-cell chemotactic factor|alveolar macrophage chemotactic factor I|beta endothelial cell-derived neutrophil activating peptide|beta-thromboglobulin-like protein|chemokine (C-X-C motif) ligand 8|emoctakin|granulocyte chemotactic protein 1|interleukin 8|lung giant cell carcinoma-derived chemotactic protein|lymphocyte derived neutrophil activating peptide|monocyte-derived neutrophil chemotactic factor|monocyte-derived neutrophil-activating peptide|neutrophil-activating peptide 1|small inducible cytokine subfamily B, member 8|tumor necrosis factor-induced gene 1",4q13.3,4,NC_000004.12,73740569,73743716,plus,4,146930
9606,Homo sapiens,5468,0,live,PPARG,"CIMT1, GLM1, NR1C31, PPARG2, PPARgamma, PPARG",peroxisome proliferator activated receptor gamma,peroxisome proliferator-activated receptor gamma|PPAR-gamma|nuclear receptor subfamily 1 group C member 3|peroxisome proliferator-activated nuclear receptor gamma variant 1,3p25.2,3,NC_000003.12,12287485,12434344,plus,14,601487
9606,Homo sapiens,7015,0,live,TERT,"CMM9, DKCA2, DKCB4, EST2, PFBMFT1, TCS1, TP2, TRT, hEST2, hTRT",telomerase reverse transcriptase,telomerase reverse transcriptase|telomerase catalytic subunit|telomerase-associated protein 2,5p15.33,5,NC_000005.10,1253148,1295068,minus,16,187270
9606,Homo sapiens,999,0,live,CDH1,"Arc-1, BCDS1, CD324, CDHE, ECAD, LCAM, UVO",cadherin 1,"cadherin-1|CAM 120/80|E-cadherin 1|cadherin 1, E-cadherin (epithelial)|cadherin 1, type 1, E-cadherin (epithelial)|calcium-dependent adhesion protein, epithelial|cell-CAM 120/80|epididymis secretory sperm binding protein|epithelial cadherin|uvomorulin",16q22.1,16,NC_000016.10,68737292,68835537,plus,16,192090
9606,Homo sapiens,4609,0,live,MYC,"MRTLC, bHLHe39, c-Myc, MYC","MYC proto-oncogene, bHLH transcription factor",myc proto-oncogene protein|avian myelocytomatosis viral oncogene homolog|class E basic helix-loop-helix protein 39|myc-related translation/localization regulatory factor|proto-oncogene c-Myc|transcription factor p64|v-myc avian myelocytomatosis viral oncogene homolog|v-myc myelocytomatosis viral oncogene homolog,8q24.21,8,NC_000008.11,127735434,127742951,plus,3,190080
9606,Homo sapiens,3479,0,live,IGF1,"IGF, IGF-I, IGFI, MGF",insulin like growth factor 1,insulin-like growth factor I|insulin-like growth factor 1 (somatomedin C)|insulin-like growth factor IB|mechano growth factor|somatomedin-C,12q23.2,12,NC_000012.12,102395860,102481839,minus,7,147440
9606,Homo sapiens,2475,0,live,MTOR,"FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS",mechanistic target of rapamycin kinase,serine/threonine-protein kinase mTOR|FK506 binding protein 12-rapamycin associated protein 2|FK506-binding protein 12-rapamycin complex-associated protein 1|FKBP-rapamycin associated protein|FKBP12-rapamycin complex-associated protein 1|mammalian target of rapamycin|mechanistic target of rapamycin (serine/threonine kinase)|rapamycin and FKBP12 target 1|rapamycin associated protein FRAP2|rapamycin target protein 1,1p36.22,1,NC_000001.11,11106535,11273497,minus,60,601231
9606,Homo sapiens,596,0,live,BCL2,"Bcl-2, PPP1R50",BCL2 apoptosis regulator,"apoptosis regulator Bcl-2|B-cell CLL/lymphoma 2|protein phosphatase 1, regulatory subunit 50",18q21.33,18,NC_000018.10,63123346,63320280,minus,6,151430
9606,Homo sapiens,3952,0,live,LEP,"LEPD, OB, OBS",leptin,"leptin|leptin (murine obesity homolog)|leptin (obesity homolog, mouse)|obese protein|obese, mouse, homolog of|obesity factor",7q32.1,7,NC_000007.14,128241201,128257629,plus,3,164160
9606,Homo sapiens,2944,0,live,GSTM1,"GST1-1, GSTM1a-1a, GSTM1b-1b, GTH4, GTM1, H-B, MU, MU-1, GSTM1",glutathione S-transferase mu 1,glutathione S-transferase Mu 1|GST HB subunit 4|GST class-mu 1|HB subunit 4|S-(hydroxyalkyl)glutathione lyase|glutathione S-alkyltransferase|glutathione S-aralkyltransferase|glutathione S-aryltransferase|glutathione S-transferase M1,1p13.3,1,NC_000001.11,109687817,109693745,plus,8,138350
9606,Homo sapiens,7852,0,live,CXCR4,"CD184, D2S201E, FB22, HM89, HSY3RR, LAP-3, LAP3, LCR1, LESTR, NPY3R, NPYR, NPYRL, NPYY3R, WHIM, WHIMS",C-X-C motif chemokine receptor 4,"C-X-C chemokine receptor type 4|CD184 antigen|LPS-associated protein 3|SDF-1 receptor|chemokine (C-X-C motif) receptor 4|chemokine receptor|fusin|leukocyte-derived seven transmembrane domain receptor|lipopolysaccharide-associated protein 3|neuropeptide Y receptor Y3|neuropeptide Y3 receptor|seven transmembrane helix receptor|seven-transmembrane-segment receptor, spleen|stromal cell-derived factor 1 receptor",2q22.1,2,NC_000002.12,136114349,136118149,minus,4,162643
9606,Homo sapiens,675,0,live,BRCA2,"BRCC2, BROVCA2, FACD, FAD, FAD1, FANCD, FANCD1, GLM3, PNCA2, XRCC11",BRCA2 DNA repair associated,"breast cancer type 2 susceptibility protein|BRCA1/BRCA2-containing complex, subunit 2|Fanconi anemia group D1 protein|breast and ovarian cancer susceptibility gene, early onset|breast and ovarian cancer susceptibility protein 2|breast cancer 2 tumor suppressor|breast cancer 2, early onset|mutant BRCA2|truncated breast cancer 2",13q13.1,13,NC_000013.11,32315480,32399672,plus,27,600185
9606,Homo sapiens,4193,0,live,MDM2,"ACTFS, HDMX, LSKB, hdm2",MDM2 proto-oncogene,"E3 ubiquitin-protein ligase Mdm2|MDM2 oncogene, E3 ubiquitin protein ligase|MDM2 proto-oncogene, E3 ubiquitin protein ligase|Mdm2, p53 E3 ubiquitin protein ligase homolog|Mdm2, transformed 3T3 cell double minute 2, p53 binding protein|double minute 2, human homolog of; p53-binding protein|oncoprotein Mdm2",12q15,12,NC_000012.12,68808149,68850686,plus,13,164785
9606,Homo sapiens,4313,0,live,MMP2,"CLG4, CLG4A, MMP-2, MMP-II, MONA, TBE-1",matrix metallopeptidase 2,"72 kDa type IV collagenase|collagenase type IV-A|matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)|matrix metalloproteinase-2|matrix metalloproteinase-II|neutrophil gelatinase",16q12.2,16,NC_000016.10,55478830,55506691,plus,17,120360
9606,Homo sapiens,5594,0,live,MAPK1,"ERK, ERK-2, ERK2, ERT1, MAPK2, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk, p42-MAPK",mitogen-activated protein kinase 1,mitogen-activated protein kinase 1|MAP kinase 1|MAP kinase 2|MAP kinase isoform p42|MAPK 2|extracellular signal-regulated kinase 2|mitogen-activated protein kinase 2|protein tyrosine kinase ERK2,22q11.22,22,NC_000022.11,21759657,21867680,minus,9,176948
9606,Homo sapiens,595,0,live,CCND1,"BCL1, D11S287E, PRAD1, U21B31",cyclin D1,G1/S-specific cyclin-D1|B-cell CLL/lymphoma 1|B-cell lymphoma 1 protein|BCL-1 oncogene|PRAD1 oncogene,11q13.3,11,NC_000011.10,69641156,69654474,plus,5,168461
9606,Homo sapiens,5054,0,live,SERPINE1,"PAI, PAI-1, PAI1, PLANH1",serpin family E member 1,"plasminogen activator inhibitor 1|endothelial plasminogen activator inhibitor|serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1|serpin E1|serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",7q22.1,7,NC_000007.14,101127104,101139247,plus,9,173360
9606,Homo sapiens,5444,0,live,PON1,"ESA, MVCD5, PON",paraoxonase 1,serum paraoxonase/arylesterase 1|A-esterase 1|K-45|PON 1|aromatic esterase 1|arylesterase 1|arylesterase B-type|esterase A|paraoxonase B-type|serum aryldiakylphosphatase|serum aryldialkylphosphatase 1,7q21.3,7,NC_000007.14,95297676,95324532,minus,9,168820
9606,Homo sapiens,1026,0,live,CDKN1A,"CAP20, CDKN1, CIP1, MDA-6, P21, SDI1, WAF1, p21CIP1",cyclin dependent kinase inhibitor 1A,"cyclin-dependent kinase inhibitor 1|CDK-interacting protein 1|CDK-interaction protein 1|DNA synthesis inhibitor|cyclin-dependent kinase inhibitor 1A (p21, Cip1)|melanoma differentiation associated protein 6|wild-type p53-activated fragment 1",6p21.2,6,NC_000006.12,36676463,36687332,plus,6,116899
9606,Homo sapiens,6347,0,live,CCL2,"GDCF-2, HC11, HSMCR30, MCAF, MCP-1, MCP1, SCYA2, SMC-CF",C-C motif chemokine ligand 2,"C-C motif chemokine 2|chemokine (C-C motif) ligand 2|monocyte chemoattractant protein-1|monocyte chemotactic and activating factor|monocyte chemotactic protein 1|monocyte secretory protein JE|small inducible cytokine A2 (monocyte chemotactic protein 1, homologous to mouse Sig-je)|small inducible cytokine subfamily A (Cys-Cys), member 2|small-inducible cytokine A2",17q12,17,NC_000017.11,34255285,34257203,plus,3,158105
9606,Homo sapiens,2952,0,live,GSTT1,,glutathione S-transferase theta 1,glutathione S-transferase theta-1|GST class-theta-1|glutathione transferase T1-1,22q11.23,22,,,,,,600436
9606,Homo sapiens,332,0,live,BIRC5,"API4, EPR-1",baculoviral IAP repeat containing 5,baculoviral IAP repeat-containing protein 5|apoptosis inhibitor 4|apoptosis inhibitor survivin|survivin variant 3 alpha,17q25.3,17,NC_000017.11,78214253,78225635,plus,6,603352
9606,Homo sapiens,5290,0,live,PIK3CA,"CLAPO, CLOVE, CWS5, MCAP, MCM, MCMTC, PI3K, PI3K-alpha, p110-alpha","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform|PI3-kinase p110 subunit alpha|phosphatidylinositol 3-kinase, catalytic, 110-KD, alpha|phosphatidylinositol 3-kinase, catalytic, alpha polypeptide|phosphatidylinositol-4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha|phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, alpha isoform|phosphoinositide-3-kinase, catalytic, alpha polypeptide|ptdIns-3-kinase subunit p110-alpha|serine/threonine protein kinase PIK3CA",3q26.32,3,NC_000003.12,179148114,179240093,plus,23,171834
9606,Homo sapiens,2950,0,live,GSTP1,"DFN7, FAEES3, GST3, GSTP, HEL-S-22, PI",glutathione S-transferase pi 1,"glutathione S-transferase P|GST class-pi|GSTP1-1|deafness, X-linked 7|epididymis secretory protein Li 22|fatty acid ethyl ester synthase III",11q13.2,11,NC_000011.10,67583812,67586653,plus,7,134660
9606,Homo sapiens,960,0,live,CD44,"CDW44, CSPG8, ECMR-III, HCELL, HUTCH-I, IN, LHR, MC56, MDU2, MDU3, MIC4, Pgp1",CD44 molecule (Indian blood group),CD44 antigen|GP90 lymphocyte homing/adhesion receptor|Hermes antigen|Indian blood group antigen|cell surface glycoprotein CD44|chondroitin sulfate proteoglycan 8|epican|extracellular matrix receptor III|hematopoietic cell E- and L-selectin ligand|heparan sulfate proteoglycan|homing function and Indian blood group system|hyaluronate receptor|phagocytic glycoprotein 1|soluble CD44,11p13,11,NC_000011.10,35139168,35232402,plus,21,107269
9606,Homo sapiens,4851,0,live,NOTCH1,"AOS5, AOVD1, TAN1, hN1",notch receptor 1,"neurogenic locus notch homolog protein 1|Notch homolog 1, translocation-associated|notch 1|translocation-associated notch protein TAN-1",9q34.3,9,NC_000009.12,136494433,136546048,minus,34,190198
9606,Homo sapiens,6387,0,live,CXCL12,"IRH, PBSF, SCYB12, SDF1, TLSF, TPAR1",C-X-C motif chemokine ligand 12,stromal cell-derived factor 1|chemokine (C-X-C motif) ligand 12|intercrine reduced in hepatomas|pre-B cell growth-stimulating factor,10q11.21,10,NC_000010.11,44292088,44385097,minus,9,600835
9606,Homo sapiens,406991,0,live,MIR21,"MIRN21, hsa-mir-21, miR-21, miRNA21",microRNA 21,,17q23.1,17,NC_000017.11,59841266,59841337,plus,1,611020
9606,Homo sapiens,4233,0,live,MET,"AUTS9, DFNB97, HGFR, RCCP2, c-Met","MET proto-oncogene, receptor tyrosine kinase",hepatocyte growth factor receptor|HGF receptor|HGF/SF receptor|SF receptor|proto-oncogene c-Met|scatter factor receptor|tyrosine-protein kinase Met,7q31.2,7,NC_000007.14,116672196,116798386,plus,24,164860
9606,Homo sapiens,472,0,live,ATM,"AT1, ATA, ATC, ATD, ATDC, ATE, TEL1, TELO1",ATM serine/threonine kinase,"serine-protein kinase ATM|A-T mutated|AT mutated|TEL1, telomere maintenance 1, homolog|ataxia telangiectasia mutated",11q22.3,11,NC_000011.10,108222484,108369102,plus,69,607585
9606,Homo sapiens,23411,0,live,SIRT1,"SIR2, SIR2L1, SIR2alpha",sirtuin 1,NAD-dependent protein deacetylase sirtuin-1|SIR2-like protein 1|regulatory protein SIR2 homolog 1|sirtuin type 1,10q21.3,10,NC_000010.11,67884656,67918390,plus,11,604479
9606,Homo sapiens,3815,0,live,KIT,"C-Kit, CD117, MASTC, PBT, SCFR","KIT proto-oncogene, receptor tyrosine kinase",mast/stem cell growth factor receptor Kit|c-Kit protooncogene|p145 c-kit|piebald trait protein|proto-oncogene c-Kit|proto-oncogene tyrosine-protein kinase Kit|soluble KIT variant 1|tyrosine-protein kinase Kit|v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog|v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene-like protein,4q12,4,NC_000004.12,54657928,54740715,plus,21,164920
9606,Homo sapiens,7515,0,live,XRCC1,"RCC, SCAR26",X-ray repair cross complementing 1,DNA repair protein XRCC1|X-ray repair complementing defective repair in Chinese hamster cells 1|X-ray repair cross-complementing protein 1,19q13.31,19,NC_000019.10,43543311,43575527,minus,17,194360
9606,Homo sapiens,355,0,live,FAS,"ALPS1A, APO-1, APT1, CD951, FASTM, TNFRSF6, FAS",Fas cell surface death receptor,"tumor necrosis factor receptor superfamily member 6|APO-1 cell surface antigen|CD95 antigen|FASLG receptor|Fas (TNF receptor superfamily, member 6)|Fas AMA|TNF receptor superfamily member 6|apoptosis antigen 1|apoptosis signaling receptor FAS|apoptosis-mediating surface antigen FAS|mutant tumor necrosis receptor superfamily member 6|tumor necrosis factor receptor superfamily, member 6",10q23.31,10,NC_000010.11,88968429,89017059,plus,15,134637
9606,Homo sapiens,3383,0,live,ICAM1,"BB2, CD54, P3.58",intercellular adhesion molecule 1,"intercellular adhesion molecule 1|ICAM-1|cell surface glycoprotein P3.58|epididymis secretory sperm binding protein|intercellular adhesion molecule 1 (CD54), human rhinovirus receptor|major group rhinovirus receptor",19p13.2,19,NC_000019.10,10271120,10286615,plus,7,147840
9606,Homo sapiens,5970,0,live,RELA,"CMCU, NFKB3, p65","RELA proto-oncogene, NF-kB subunit",transcription factor p65|NF-kappa-B p65delta3|NF-kappa-B transcription factor p65|nuclear factor NF-kappa-B p65 subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 3|v-rel avian reticuloendotheliosis viral oncogene homolog A|v-rel reticuloendotheliosis viral oncogene homolog A,11q13.1,11,NC_000011.10,65653596,65662972,minus,12,164014
